filename,frame_no,annotation,class_id,conf
/data/api/01642005.mp4,121,"[529.0, 36.0, 732.0, 127.0]",3.0,0.24507875740528107
/data/api/01642005.mp4,122,"[541.0, 26.0, 795.0, 120.0]",3.0,0.11289529502391815
/data/api/01642005.mp4,125,"[612.0, 27.0, 850.0, 130.0]",3.0,0.07376690208911896
/data/api/01642005.mp4,126,"[640.0, 31.0, 861.0, 132.0]",3.0,0.1292448788881302
/data/api/01642005.mp4,129,"[1147.0, 356.0, 1280.0, 664.0]",1.0,0.10151561349630356
/data/api/01642005.mp4,133,"[1165.0, 381.0, 1280.0, 613.0]",1.0,0.10433556139469147
/data/api/01642005.mp4,136,"[1185.0, 390.0, 1280.0, 663.0]",1.0,0.26397740840911865
/data/api/01642005.mp4,137,"[1185.0, 398.0, 1280.0, 711.0]",1.0,0.4220964014530182
/data/api/01642005.mp4,138,"[1186.0, 408.0, 1280.0, 695.0]",1.0,0.33609890937805176
/data/api/01642005.mp4,139,"[1195.0, 409.0, 1280.0, 706.0]",1.0,0.22507117688655853
/data/api/01642005.mp4,140,"[1198.0, 416.0, 1280.0, 702.0]",1.0,0.17634525895118713
/data/api/01642005.mp4,141,"[1204.0, 420.0, 1280.0, 699.0]",1.0,0.16338075697422028
/data/api/01642005.mp4,144,"[1224.0, 433.0, 1280.0, 710.0]",1.0,0.05132434144616127
/data/api/01642005.mp4,145,"[1235.0, 445.0, 1280.0, 706.0]",1.0,0.05660238116979599
/data/api/01642005.mp4,146,"[1234.0, 448.0, 1280.0, 710.0]",1.0,0.05798914656043053
/data/api/01642005.mp4,160,"[1166.0, 120.0, 1278.0, 208.0]",3.0,0.06209307163953781
/data/api/01642005.mp4,161,"[1177.0, 106.0, 1280.0, 216.0]",3.0,0.11421427875757217
/data/api/01642005.mp4,162,"[1176.0, 105.0, 1280.0, 222.0]",3.0,0.4222339391708374
/data/api/01642005.mp4,187,"[0.0, 88.0, 40.0, 293.0]",1.0,0.056783538311719894
/data/api/01642005.mp4,188,"[0.0, 117.0, 39.0, 292.0]",1.0,0.08847742527723312
/data/api/01642005.mp4,193,"[0.0, 101.0, 41.0, 301.0]",1.0,0.05379078909754753
/data/api/01642005.mp4,195,"[0.0, 114.0, 36.0, 309.0]",1.0,0.08851383626461029
/data/api/01642005.mp4,196,"[0.0, 107.0, 37.0, 316.0]",1.0,0.09647125750780106
/data/api/01642005.mp4,212,"[0.0, 91.0, 114.0, 501.0]",1.0,0.07016382366418839
/data/api/01642005.mp4,213,"[0.0, 30.0, 111.0, 497.0]",1.0,0.15971119701862335
/data/api/01642005.mp4,214,"[0.0, 20.0, 89.0, 469.0]",1.0,0.10679657757282257
/data/api/01642005.mp4,215,"[0.0, 63.0, 71.0, 473.0]",1.0,0.0910315215587616
/data/api/01642005.mp4,221,"[0.0, 52.0, 71.0, 317.0]",1.0,0.05660641938447952
/data/api/01642005.mp4,222,"[0.0, 54.0, 67.0, 271.0]",1.0,0.21786190569400787
/data/api/01642005.mp4,232,"[0.0, 37.0, 111.0, 403.0]",1.0,0.2218637764453888
/data/api/01642005.mp4,233,"[1157.0, 156.0, 1280.0, 609.0]",1.0,0.0517064593732357
/data/api/01642005.mp4,233,"[0.0, 29.0, 103.0, 380.0]",1.0,0.45005789399147034
/data/api/01642005.mp4,234,"[0.0, 19.0, 92.0, 364.0]",1.0,0.48505041003227234
/data/api/01642005.mp4,235,"[0.0, 36.0, 73.0, 348.0]",1.0,0.46816277503967285
/data/api/01642005.mp4,236,"[0.0, 32.0, 69.0, 380.0]",1.0,0.10547943413257599
/data/api/01642005.mp4,247,"[1195.0, 64.0, 1280.0, 630.0]",1.0,0.06968825310468674
/data/api/01642005.mp4,248,"[1198.0, 164.0, 1280.0, 631.0]",1.0,0.09176994860172272
/data/api/01642005.mp4,251,"[1202.0, 184.0, 1280.0, 636.0]",1.0,0.050469424575567245
/data/api/01642005.mp4,254,"[1205.0, 259.0, 1280.0, 620.0]",1.0,0.08124373853206635
/data/api/01642005.mp4,443,"[932.0, 671.0, 1273.0, 720.0]",1.0,0.06521065533161163
/data/api/01642005.mp4,444,"[933.0, 671.0, 1272.0, 720.0]",1.0,0.138837531208992
/data/api/01642005.mp4,445,"[937.0, 674.0, 1268.0, 720.0]",1.0,0.24292108416557312
/data/api/01642005.mp4,446,"[943.0, 675.0, 1263.0, 719.0]",1.0,0.19162942469120026
/data/api/01642005.mp4,447,"[961.0, 674.0, 1254.0, 718.0]",1.0,0.37970876693725586
/data/api/01642005.mp4,448,"[963.0, 674.0, 1249.0, 718.0]",1.0,0.4270227253437042
/data/api/01642005.mp4,449,"[979.0, 674.0, 1237.0, 717.0]",1.0,0.4005674719810486
/data/api/01642005.mp4,450,"[984.0, 676.0, 1233.0, 717.0]",1.0,0.4094158113002777
/data/api/01642005.mp4,451,"[989.0, 678.0, 1224.0, 716.0]",1.0,0.30479905009269714
/data/api/01642005.mp4,452,"[983.0, 680.0, 1231.0, 716.0]",1.0,0.11654943227767944
/data/api/01642005.mp4,513,"[1209.0, 264.0, 1280.0, 575.0]",1.0,0.05764459818601608
/data/api/01642005.mp4,543,"[1202.0, 127.0, 1279.0, 224.0]",3.0,0.07207890599966049
/data/api/01642005.mp4,604,"[0.0, 208.0, 92.0, 548.0]",1.0,0.050422925502061844
/data/api/01642005.mp4,607,"[0.0, 253.0, 105.0, 477.0]",1.0,0.0907081589102745
/data/api/01642005.mp4,608,"[0.0, 249.0, 106.0, 474.0]",1.0,0.28698304295539856
/data/api/01642005.mp4,609,"[0.0, 253.0, 104.0, 468.0]",1.0,0.4527241885662079
/data/api/01642005.mp4,610,"[0.0, 252.0, 100.0, 464.0]",1.0,0.4582786560058594
/data/api/01642005.mp4,611,"[0.0, 260.0, 95.0, 463.0]",1.0,0.654265284538269
/data/api/01642005.mp4,612,"[0.0, 264.0, 96.0, 471.0]",1.0,0.7239576578140259
/data/api/01642005.mp4,613,"[0.0, 264.0, 90.0, 476.0]",1.0,0.74193274974823
/data/api/01642005.mp4,614,"[0.0, 268.0, 84.0, 469.0]",1.0,0.6855683922767639
/data/api/01642005.mp4,615,"[0.0, 276.0, 81.0, 466.0]",1.0,0.7663679122924805
/data/api/01642005.mp4,616,"[0.0, 278.0, 84.0, 477.0]",1.0,0.6990041136741638
/data/api/01642005.mp4,617,"[0.0, 262.0, 77.0, 493.0]",1.0,0.6358792185783386
/data/api/01642005.mp4,618,"[0.0, 259.0, 67.0, 490.0]",1.0,0.44726043939590454
/data/api/01642005.mp4,619,"[0.0, 269.0, 55.0, 496.0]",1.0,0.4531322419643402
/data/api/01642005.mp4,620,"[0.0, 262.0, 48.0, 509.0]",1.0,0.37117427587509155
/data/api/01642005.mp4,621,"[0.0, 275.0, 47.0, 522.0]",1.0,0.37642860412597656
/data/api/01642005.mp4,622,"[0.0, 272.0, 47.0, 528.0]",1.0,0.3335030972957611
/data/api/01642005.mp4,623,"[0.0, 257.0, 43.0, 561.0]",1.0,0.08931645005941391
/data/api/01642005.mp4,629,"[239.0, 100.0, 352.0, 186.0]",3.0,0.05109751224517822
/data/api/01642005.mp4,639,"[207.0, 147.0, 326.0, 236.0]",3.0,0.07997047901153564
/data/api/01642005.mp4,640,"[206.0, 149.0, 321.0, 238.0]",3.0,0.12340673804283142
/data/api/01642005.mp4,641,"[206.0, 153.0, 317.0, 243.0]",3.0,0.10494288802146912
/data/api/01642005.mp4,642,"[205.0, 157.0, 312.0, 253.0]",3.0,0.05377018451690674
/data/api/01642005.mp4,643,"[202.0, 161.0, 309.0, 254.0]",3.0,0.09755723923444748
/data/api/01642005.mp4,644,"[197.0, 170.0, 309.0, 252.0]",3.0,0.06356842070817947
/data/api/01642005.mp4,645,"[196.0, 176.0, 303.0, 262.0]",3.0,0.39423617720603943
/data/api/01642005.mp4,646,"[191.0, 181.0, 303.0, 269.0]",3.0,0.29613688588142395
/data/api/01642005.mp4,647,"[186.0, 185.0, 302.0, 276.0]",3.0,0.05636538192629814
/data/api/01642005.mp4,648,"[175.0, 188.0, 300.0, 283.0]",3.0,0.07776161283254623
/data/api/01642005.mp4,649,"[177.0, 193.0, 293.0, 284.0]",3.0,0.22655361890792847
/data/api/01642005.mp4,650,"[179.0, 200.0, 288.0, 287.0]",3.0,0.13552387058734894
/data/api/01642005.mp4,651,"[176.0, 208.0, 288.0, 292.0]",3.0,0.2707543969154358
/data/api/01642005.mp4,652,"[171.0, 211.0, 287.0, 296.0]",3.0,0.5692133903503418
